item_code,old_price,new_price,change_reason,supplier_name,quote_reference,created_at
BCG12130,1.12,1.12,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BCG12130,1.12,1.12,supplier_quote,HARDWARE,"",2023-10-19
BCG12130,1.12,1.12,supplier_quote,Bunnings,"",2024-02-26
BCG12140,,1.17,supplier_quote,HARDWARE,"",2023-06-27
BCG12140,1.17,1.17,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BCG12140,1.17,1.17,supplier_quote,HARDWARE,"",2023-10-19
BCG12140,1.17,1.17,supplier_quote,Bunnings,"",2024-02-26
BCG12150,,1.23,supplier_quote,HARDWARE,"",2023-06-27
BCG12150,1.23,1.23,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BCG12150,1.23,1.23,supplier_quote,HARDWARE,"",2023-10-19
BCG12150,1.23,1.23,supplier_quote,Bunnings,"",2024-02-26
480PBS,,3.63,supplier_quote,DOOR FURNITURE,"",2023-06-27
480PBS,3.63,3.63,supplier_quote,Pre Hung Doors (PHD),"",2023-09-10
L21100,,72.79,supplier_quote,BRICK HARDWARE,"",2023-06-27
L21100,72.79,72.79,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L21100,72.79,72.79,supplier_quote,Bunnings,"",2024-02-26
L24100,,83.17,supplier_quote,BRICK HARDWARE,"",2023-06-27
L24100,83.17,83.17,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L24100,83.17,65.44,supplier_quote,Bunnings,"",2024-02-26
L21150,,93.96,supplier_quote,BRICK HARDWARE,"",2023-06-27
L21150,93.96,93.96,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L21150,93.96,93.96,supplier_quote,Bunnings,"",2024-02-26
L24150,,107.39,supplier_quote,BRICK HARDWARE,"",2023-06-27
L24150,107.39,107.39,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L24150,107.39,107.39,supplier_quote,Bunnings,"",2024-02-26
LF851200,,26.09,supplier_quote,BRICK HARDWARE,"",2023-06-27
LF851200,26.09,26.09,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
LF851200,26.09,26.09,supplier_quote,Bunnings,"",2024-02-26
FLRRD36922,,50.0,supplier_quote,TIMBER FRAME,"",2023-06-27
PD420,,30.0,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD420,30.0,30.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
PD520,,30.0,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD520,30.0,30.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
PD720,,30.0,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD720,30.0,38.5,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
PD820,,30.0,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD820,30.0,30.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
WHR18,,8.37,supplier_quote,FIX-OUT MATERIALS,"",2023-06-27
WHR18,8.37,8.37,supplier_quote,Pre Hung Doors (PHD),"",2023-09-02
BNHG12130,,1.34,supplier_quote,HARDWARE,"",2023-06-27
BNHG12130,1.34,1.34,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BNHG12130,1.34,1.34,supplier_quote,HARDWARE,"",2023-10-19
BNHG12130,1.34,1.34,supplier_quote,Bunnings,"",2024-02-26
BNHG12140,,1.16,supplier_quote,HARDWARE,"",2023-06-27
BNHG12140,1.16,1.16,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BNHG12140,1.16,1.16,supplier_quote,HARDWARE,"",2023-10-19
BNHG12140,1.16,1.16,supplier_quote,Bunnings,"",2024-02-26
BNHG12150,,1.46,supplier_quote,HARDWARE,"",2023-06-27
BNHG12150,1.46,1.46,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BNHG12150,1.46,1.46,supplier_quote,HARDWARE,"",2023-10-19
BNHG12150,1.46,1.46,supplier_quote,Bunnings,"",2024-02-26
BCG12100,,1.0,supplier_quote,HARDWARE,"",2023-06-27
BCG12100,1.0,1.0,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
BCG12100,1.0,1.0,supplier_quote,HARDWARE,"",2023-10-19
BCG12100,1.0,1.0,supplier_quote,Bunnings,"",2024-02-26
480BCS,,3.63,supplier_quote,DOOR FURNITURE,"",2023-06-27
480BCS,3.63,3.63,supplier_quote,Pre Hung Doors (PHD),"",2023-09-10
L12100,,41.59,supplier_quote,BRICK HARDWARE,"",2023-06-27
L12100,41.59,41.59,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L12100,41.59,32.71,supplier_quote,Bunnings,"",2024-02-26
L15100,,51.97,supplier_quote,BRICK HARDWARE,"",2023-06-27
L15100,51.97,51.97,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L15100,51.97,40.89,supplier_quote,Bunnings,"",2024-02-26
L18100,,62.37,supplier_quote,BRICK HARDWARE,"",2023-06-27
L18100,62.37,62.37,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L18100,62.37,49.05,supplier_quote,Bunnings,"",2024-02-26
L27150,,120.8,supplier_quote,BRICK HARDWARE,"",2023-06-27
L27150,120.8,120.8,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L27150,120.8,120.8,supplier_quote,Bunnings,"",2024-02-26
PBR,,40.0,supplier_quote,PAINTER,"",2023-06-27
PBR,40.0,40.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PBR,40.0,40.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
PEB,,10.0,supplier_quote,PAINTER,"",2023-06-27
PEB,10.0,10.0,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PEB,10.0,10.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
ROOFTILE,,1.0,supplier_quote,ROOF,"",2023-06-27
ROOFTILE,1.0,1.0,supplier_quote,Joii Roofing,"",2023-09-02
CONBLEND,,52.0,supplier_quote,LANDSCAPING,"",2023-06-27
PEAGRAVEL,,50.0,supplier_quote,LANDSCAPING,"",2023-06-27
TILERALIANG,,150.0,supplier_quote,TILER,"",2023-06-27
TILERALIANG,150.0,150.0,supplier_quote,Joii Tiling,"",2024-03-06
TILERALIANG,150.0,120.0,supplier_quote,Alex Wang Pty Ltd,"",2024-09-11
TILERALIANG,120.0,120.0,supplier_quote,Carl Strong Tiling,"",2025-03-12
TILERALIANG,120.0,120.0,supplier_quote,Justin Stevens,"",2025-03-18
TILERALIANG,120.0,120.0,supplier_quote,Rapid Stone And Tiles Pty Ltd,"",2025-09-02
TILERQUOTE,,1.0,supplier_quote,TILER,"",2023-06-27
TILERQUOTE,1.0,1.0,supplier_quote,Joii Tiling,"",2024-03-06
TILERQUOTE,1.0,1.0,supplier_quote,Alex Wang Pty Ltd,"",2024-09-11
TILERQUOTE,1.0,1.0,supplier_quote,Carl Strong Tiling,"",2025-03-12
TILERQUOTE,1.0,1.0,supplier_quote,Justin Stevens,"",2025-03-18
RENCEMLOW,,37.0,supplier_quote,RENDER,"",2023-06-27
20MPA20100,,187.0,supplier_quote,CONCRETE,"",2023-06-27
20MPA20100,187.0,264.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-10-01
20MPA20100,264.0,215.0,supplier_quote,CONCRETE,"",2023-10-01
20MPA20100,215.0,187.0,supplier_quote,All Weather Trading,"",2023-12-03
20MPA20100,187.0,215.0,supplier_quote,All Weather Trading,"",2023-12-03
25MPA20100,,172.0,supplier_quote,CONCRETE,"",2023-06-27
25MPA20100,172.0,169.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
25MPA20100,169.0,172.0,supplier_quote,All Weather Trading,"",2023-12-03
25MPA20100,172.0,283.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2024-12-08
32MPA20100,,184.0,supplier_quote,CONCRETE,"",2023-06-27
32MPA20100,184.0,184.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
32MPA20100,184.0,184.0,supplier_quote,All Weather Trading,"",2023-12-03
32MPA20100,184.0,276.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2024-12-08
DELVPRE,,50.0,supplier_quote,FIX-OUT MATERIALS,"",2023-06-27
DELVPRE,50.0,50.0,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-09-02
DELVPRE,50.0,45.45,supplier_quote,Bunnings,"",2024-02-26
FIXOUTQUOTE,,1.0,supplier_quote,FIX-OUT MATERIALS,"",2023-06-27
FIXOUTQUOTE,1.0,1.0,supplier_quote,Pre Hung Doors (PHD),"",2023-09-02
BATTR1.5W,,4.45,supplier_quote,ENERGY RATING,"",2023-06-27
BATTR1.5W,4.45,4.45,supplier_quote,Insulhome,"",2023-09-02
BATTR1.5W,4.45,5.44,supplier_quote,Austral Insulation,"",2024-03-14
BATTR2.5W,,9.0,supplier_quote,ENERGY RATING,"",2023-06-27
BATTR2.5W,9.0,9.0,supplier_quote,Insulhome,"",2023-09-02
BATTR2.5W,9.0,14.47,supplier_quote,Austral Insulation,"",2024-03-14
SEABCCPLANLOG,,59.0,supplier_quote,SEARCHES,"",2023-06-27
SEABCCRATESLOG,,59.0,supplier_quote,SEARCHES,"",2023-06-27
L30150,,134.24,supplier_quote,BRICK HARDWARE,"",2023-06-27
L30150,134.24,134.24,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L30150,134.24,134.24,supplier_quote,Bunnings,"",2024-02-26
L33150,,147.65,supplier_quote,BRICK HARDWARE,"",2023-06-27
L33150,147.65,147.65,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L33150,147.65,147.65,supplier_quote,Bunnings,"",2024-02-26
L36150,,161.07,supplier_quote,BRICK HARDWARE,"",2023-06-27
L36150,161.07,161.07,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
L36150,161.07,161.07,supplier_quote,Bunnings,"",2024-02-26
LF85900,,19.58,supplier_quote,BRICK HARDWARE,"",2023-06-27
LF85900,19.58,19.58,supplier_quote,Finlaysons Timber & Hardware Pty Ltd,"",2023-10-25
LF85900,19.58,19.58,supplier_quote,Bunnings,"",2024-02-26
PD620,,30.0,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD620,30.0,30.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
PD920,,33.6,supplier_quote,INTERNAL DOORS,"",2023-06-27
PD920,33.6,33.6,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
NO.7GC,,190.0,supplier_quote,ENTRY DOORS,"",2023-06-27
NO.7GC,190.0,190.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
NO.7GO,,193.0,supplier_quote,ENTRY DOORS,"",2023-06-27
NO.7GO,193.0,193.0,supplier_quote,Pre Hung Doors (PHD),"",2023-10-31
PH,,26.5,supplier_quote,PAINTER,"",2023-06-27
PH,26.5,26.5,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PH,26.5,32.0,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
PH,32.0,32.0,supplier_quote,PAINTER,"",2024-10-17
KITCHQUOTE,,1.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITCHQUOTE,1.0,1.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITCHQUOTE,1.0,1.0,supplier_quote,Tekna Admin,"",2024-07-28
PTB,,2.5,supplier_quote,PAINTER,"",2023-06-27
PTB,2.5,2.5,supplier_quote,JJ & J Lyons Painter,"",2024-03-06
PTB,2.5,2.5,supplier_quote,MI Painting and Decorating Services Marko Lvanovic,"",2024-07-02
SEABCCBUILD,,40.0,supplier_quote,SEARCHES,"",2023-06-27
SEABCCRATES,,40.0,supplier_quote,SEARCHES,"",2023-06-27
SEABCCPLAN,,40.0,supplier_quote,SEARCHES,"",2023-06-27
FSG,,250.0,supplier_quote,FENCING,"",2023-06-27
FSG,250.0,258.5,supplier_quote,Joii Landscaping,"",2024-02-21
S20MPA10150,,190.0,supplier_quote,CONCRETE,"",2023-06-27
S20MPA10150,190.0,190.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
S20MPA10150,190.0,190.0,supplier_quote,All Weather Trading,"",2023-12-03
S20MPA10150BF,,141.0,supplier_quote,CONCRETE,"",2023-06-27
S20MPA10150BF,141.0,141.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
S20MPA10150BF,141.0,141.0,supplier_quote,All Weather Trading,"",2023-12-03
CARPETQUOTED,,1.0,supplier_quote,FLOOR COVERING,"",2023-06-27
CARPETQUOTED,1.0,1.0,supplier_quote,Flooring Creations QLD,"",2023-09-02
CC4,,170.0,supplier_quote,CONCRETE CUTTING,"",2023-06-27
CC4,170.0,170.0,supplier_quote,Logan Concrete Sawing and Drilling,"",2023-09-02
CWINS,,1.0,supplier_quote,INSURANCE,"",2023-06-27
CWINS,1.0,1.0,supplier_quote,Tekna Insurance,"",2023-06-27
CWINS,1.0,1.0,supplier_quote,Torsion Admin Pty Ltd,"",2024-09-18
TRW,,35.0,supplier_quote,TILER,"",2023-06-27
TRW,35.0,60.0,supplier_quote,Joii Tiling,"",2024-03-06
TRW,60.0,60.0,supplier_quote,Alex Wang Pty Ltd,"",2024-09-11
TRW,60.0,60.0,supplier_quote,Carl Strong Tiling,"",2025-03-12
TRW,60.0,60.0,supplier_quote,Justin Stevens,"",2025-03-18
TRW,60.0,70.0,supplier_quote,Rapid Stone And Tiles Pty Ltd,"",2025-09-02
TRWF,,35.0,supplier_quote,TILER,"",2023-06-27
TRWF,35.0,45.0,supplier_quote,Joii Tiling,"",2024-03-06
TRWF,45.0,54.0,supplier_quote,Alex Wang Pty Ltd,"",2024-09-11
TRWF,54.0,45.0,supplier_quote,Carl Strong Tiling,"",2025-03-12
TRWF,45.0,45.0,supplier_quote,Justin Stevens,"",2025-03-18
TRWF,45.0,70.0,supplier_quote,Rapid Stone And Tiles Pty Ltd,"",2025-09-02
STAMPDUTY,,1.0,supplier_quote,LEGAL,"",2023-06-27
WCFRESHWATER,,28.0,supplier_quote,WC HIRE,"",2023-06-27
WCFRESHWATER,28.0,28.0,supplier_quote,HIRE,"",2023-10-19
WCFRESHWATER,28.0,47.5,supplier_quote,Dinkum Dunnies,"",2024-03-11
40MPA2080,,159.0,supplier_quote,CONCRETE,"",2023-06-27
40MPA2080,159.0,159.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2023-09-02
40MPA2080,159.0,159.0,supplier_quote,All Weather Trading,"",2023-12-03
40MPA2080,159.0,290.0,supplier_quote,ReadyMix Concrete (Was Excel Concrete Pty Ltd),"",2024-12-08
PLSL,,1.0,supplier_quote,PLSL,"",2023-06-27
PLSL,1.0,1.0,supplier_quote,PLSL,"",2025-11-04 01:40:11 UTC
FENPOOL,,1.0,supplier_quote,POOL,"",2023-06-27
SIGNSBLD,,1.0,supplier_quote,PRELIM,"",2023-06-27
PRELIMAGRRE,,77.0,supplier_quote,PRELIM,"",2023-06-27
RESBUILDCON,,9.0,supplier_quote,PRELIM,"",2023-06-27
RESBUILDSPEC,,25.0,supplier_quote,PRELIM,"",2023-06-27
SEABCCBUILDLOG,,59.0,supplier_quote,SEARCHES,"",2023-06-27
SJGPURCH,,500.0,supplier_quote,LEGAL,"",2023-06-27
SJGSALE,,1.0,supplier_quote,LEGAL,"",2023-06-27
SJGSETTLE,,1.0,supplier_quote,LEGAL,"",2023-06-27
FDG,,500.0,supplier_quote,FENCING,"",2023-06-27
FDG,500.0,625.0,supplier_quote,Joii Landscaping,"",2024-02-21
DLEC,,80.0,supplier_quote,DRIVEWAY,"",2023-06-27
DLBFC,,65.0,supplier_quote,DRIVEWAY,"",2023-06-27
CONIBEX,,5.0,supplier_quote,CONCRETOR,"",2023-06-27
WCB,,460.0,supplier_quote,PRIVATE CERTIFIER,"",2023-06-27
WCB,460.0,460.0,supplier_quote,Fluid Building Approvals,"",2023-12-04
RCI,,285.0,supplier_quote,PRIVATE CERTIFIER,"",2023-06-27
RCI,285.0,285.0,supplier_quote,Fluid Building Approvals,"",2023-12-04
RCB,,450.0,supplier_quote,PRIVATE CERTIFIER,"",2023-06-27
RCB,450.0,450.0,supplier_quote,Fluid Building Approvals,"",2023-12-04
RFB,,210.75,supplier_quote,PRIVATE CERTIFIER,"",2023-06-27
RFB,210.75,210.75,supplier_quote,Fluid Building Approvals,"",2023-12-04
SEABCCRATEPLANIPS,,58.0,supplier_quote,SEARCHES,"",2023-06-27
SEABCCBUILDIPS,,230.0,supplier_quote,SEARCHES,"",2023-06-27
SOLDEPLNDSSRCH,,110.0,supplier_quote,SEARCHES,"",2023-06-27
SOLTTLSOFF,,125.0,supplier_quote,SEARCHES,"",2023-06-27
SEABCCPLANRED,,31.0,supplier_quote,SEARCHES,"",2023-06-27
CFOLL,,1.0,supplier_quote,CARPENTER,"",2023-06-27
CFOLL,1.0,1.0,supplier_quote,Robs Carpentry,"",2023-09-06
CFOLL,1.0,1.0,supplier_quote,Sams carpentry SEQ,"",2023-09-08
CFOLL,1.0,1.0,supplier_quote,Braiden Brothers Carpentry,"",2023-12-04
CFOLL,1.0,1.0,supplier_quote,Joii Carpentry,"",2024-03-05
CFOLL,1.0,1.0,supplier_quote,Tekna Carpentry,"",2024-07-24
CEF,,12.0,supplier_quote,CONCRETOR,"",2023-06-27
CONMS,,6.0,supplier_quote,CONCRETOR,"",2023-06-27
KITOH,,319.0,supplier_quote,CABINET MAKER,"",2023-06-27
KITOH,319.0,319.0,supplier_quote,Aspect Joinery Pty Ltd,"",2023-09-02
KITOH,319.0,528.0,supplier_quote,Tekna Kitchen Material,"",2024-05-19
SEABCCRATESLOGVAC,,59.0,supplier_quote,SEARCHES,"",2023-06-27
BOBCAT,,90.0,supplier_quote,MACHINERY,"",2023-06-27
BOBEXC1540,,105.0,supplier_quote,MACHINERY,"",2023-06-27
TIPPER6M,,70.0,supplier_quote,MACHINERY,"",2023-06-27
TIPPER10M,,80.0,supplier_quote,MACHINERY,"",2023-06-27
SKIP3MTR,,319.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP3MTR,319.0,319.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP3MTR,319.0,319.0,supplier_quote,BWS Earthworks,"",2023-12-04
SKIP3MTR,319.0,319.0,supplier_quote,Heartwood Industries Pty Ltd,"",2024-02-28
SKIP3MTR,319.0,319.0,supplier_quote,Tekna Site,"",2024-08-04
SKIP6MTR,,519.0,supplier_quote,SITE CLEAN,"",2023-06-27
SKIP6MTR,519.0,519.0,supplier_quote,United Waste Services,"",2023-09-02
SKIP6MTR,519.0,519.0,supplier_quote,BWS Earthworks,"",2023-12-04
